Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
3303	HSPA1A	heat shock 70kDa protein 1A	NM_005345	NP_005337.2	null	chr6:31891512 - 31893438	ATP binding;nucleotide binding	Stability
3304	HSPA1B	heat shock 70kDa protein 1B			null	chr6:null	anti-apoptosis;ATP binding;cytoplasm;endoplasmic reticulum;mitochondrion;mRNA catabolic process;nucleotide binding;nucleus;protein folding;response to unfolded protein;unfolded protein binding	Stability
3305	HSPA1L	heat shock 70kDa protein 1-like	NM_005527	NP_005518.3	null	chr6:31885802 - 31887728	ATP binding;nucleotide binding;response to unfolded protein	Stability
3312	HSPA8	heat shock 70kDa protein 8	NM_006597, NM_153201	NP_006588.1, NP_694881.1	ENSG00000109971	chr11:122433651 - 122437242	ATP binding;ATPase activity, coupled;cell surface;chaperone cofactor-dependent protein folding;intracellular;nucleotide binding;nucleus;protein folding;regulation of progression through cell cycle;response to unfolded protein;unfolded protein binding	TGFBR
3315	HSPB1	heat shock 27kDa protein 1	NM_001540	NP_001531.1	ENSG00000106211	chr7:75769965 - 75771426	anti-apoptosis;cell motility;cell surface;cytoplasm;cytoskeleton;protein binding;regulation of translational initiation;response to unfolded protein	TNF_alpha_NF_kB,  Stability,  Entrez Query:Oncogene
26353	HSPB8	heat shock 22kDa protein 8	NM_014365	NP_055180.1	ENSG00000152137	chr12:118101500 - 118116046	biological_process;cellular_component;identical protein binding;intracellular;kinase activity;protein folding;protein serine/threonine kinase activity;transferase activity	Protein Kinase
3336	HSPE1	heat shock 10kDa protein 1 (chaperonin 10)	NM_002157	NP_002148.1	ENSG00000115541	chr2:198073405 - 198076228	ATP binding;caspase activation;chaperone binding;mitochondrion;protein folding;response to unfolded protein;unfolded protein binding	Stability
10553	HTATIP2	HIV-1 Tat interactive protein 2, 30kDa	NM_001098523, NM_001098520, NM_001098522	NP_001091993.1, NP_001091990.1, NP_006401.3	ENSG00000109854	chr11:20341933 - 20361327	anti-apoptosis;cell cycle;cell differentiation;cytoplasm;induction of apoptosis;multicellular organismal development;negative regulation of progression through cell cycle;nuclear envelope;nuclear import;nucleus;oxidoreductase activity;protein binding;regulation of angiogenesis;regulation of apoptosis;regulation of transcription from RNA polymerase II promoter;RNA polymerase II transcription factor activity;transcription coactivator activity	Tumor Suppressor
5654	HTRA1	HtrA serine peptidase 1	NM_002775	NP_002766.1	ENSG00000166033	chr10:124211158 - 124263865	extracellular region;extracellular space;insulin-like growth factor binding;negative regulation of BMP signaling pathway;negative regulation of transforming growth factor beta receptor signaling pathway;peptidase activity;protein binding;proteolysis;regulation of cell growth;serine-type endopeptidase activity	Stability,  Tumor Suppressor
27429	HTRA2	HtrA serine peptidase 2	NM_145074, NM_013247	NP_659540.1, NP_037379.1	ENSG00000115317	chr2:74610641 - 74613620	apoptosis;endoplasmic reticulum;endoplasmic reticulum membrane;integral to membrane;membrane;mitochondrial intermembrane space;mitochondrion;nucleus;proteolysis;response to stress;serine-type endopeptidase activity;unfolded protein binding	Tumor Suppressor
94031	HTRA3	HtrA serine peptidase 3	NM_053044	NP_444272.1	ENSG00000170801	chr4:8322595 - 8358763	extracellular region;insulin-like growth factor binding;peptidase activity;protein binding;proteolysis;regulation of cell growth;serine-type endopeptidase activity	Tumor Suppressor
3064	HTT	huntingtin (Huntington disease)	NM_002111	NP_002102.4	ENSG00000197386	chr4:3046350 - 3211584	anterior/posterior pattern formation;anti-apoptosis;apoptosis;behavior;cytoplasm;cytoplasmic membrane-bound vesicle;Golgi apparatus;inclusion body;induction of apoptosis;microtubule binding;nucleus;organ morphogenesis;paraxial mesoderm formation;pathogenesis;protein binding;soluble fraction;transcription corepressor activity;transporter activity;vesicle transport along microtubule	EGFR1
30811	HUNK	hormonally upregulated Neu-associated kinase	NM_014586	NP_055401.1	ENSG00000142149	chr21:32167858 - 32293368	ATP binding;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase
3364	HUS1	HUS1 checkpoint homolog (S. pombe)	NM_004507	NP_004498.1	ENSG00000136273	chr7:47971477 - 47985641	DNA damage checkpoint;DNA repair;double-strand break repair via homologous recombination;embryonic development;G1/S transition checkpoint;negative regulation of DNA replication;nucleus;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;response to UV	Protein Kinase,  Stability
10075	HUWE1	HECT, UBA and WWE domain containing 1	NM_031407	NP_113584.3	ENSG00000086758	chrX:53576994 - 53697776	cytoplasm;DNA binding;histone ubiquitination;intracellular;ligase activity;mRNA transport;nucleus;protein binding;protein modification process;protein polyubiquitination;ubiquitin cycle;ubiquitin-protein ligase activity	Stability,  Tumor Suppressor
3373	HYAL1	hyaluronoglucosaminidase 1	NM_153285, NM_007312, NM_153282	NP_695017.1, NP_695015.1, NP_695014.1	ENSG00000114378	chr3:50312917 - 50315391	carbohydrate metabolic process;extracellular space;hyalurononglucosaminidase activity;hydrolase activity, acting on glycosyl bonds;lysosome;metabolic process	Stability,  Tumor Suppressor
25998	IBTK	inhibitor of Bruton agammaglobulinemia tyrosine kinase	NM_015525	NP_056340.2	ENSG00000005700	chr6:82937860 - 83006922	membrane;protein binding	Protein Kinase
22858	ICK	intestinal cell (MAK-like) kinase	NM_014920	NP_057597.2	ENSG00000112144	chr6:52977905 - 53013993	ATP binding;magnesium ion binding;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein kinase cascade;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase
3397	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	NM_181353, NM_002165	NP_851998.1, NP_002156.2	ENSG00000125968	chr20:29656851 - 29657558	multicellular organismal development;negative regulation of transcription;negative regulation of transcription factor activity;nucleus;protein binding;regulation of transcription from RNA polymerase II promoter;transcriptional repressor activity	ID,  Stability,  Entrez Query:Oncogene
3399	ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	NM_002167	NP_002158.3	ENSG00000117318	chr1:23758037 - 23758504	epithelial cell differentiation;heart development;multicellular organismal development;negative regulation of transcription;negative regulation of transcription factor activity;negative regulation of transcription from RNA polymerase II promoter;nucleus;protein domain specific binding;transcription corepressor activity	ID
3400	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	NM_001546	NP_001537.1	ENSG00000172201	chr6:19945964 - 19946838	negative regulation of astrocyte differentiation;negative regulation of neuron differentiation;negative regulation of transcription;neuroblast proliferation (sensu Vertebrata);nucleus;positive regulation of cell proliferation;regulation of transcription from RNA polymerase II promoter;transcription corepressor activity	ID,  Tumor Suppressor
3417	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble	NM_005896	NP_005887.2	ENSG00000138413	chr2:208810047 - 208824520	carbohydrate metabolic process;cytoplasm;cytosol;glutathione metabolic process;glyoxylate cycle;isocitrate dehydrogenase (NADP+) activity;isocitrate metabolic process;magnesium ion binding;manganese ion binding;metabolic process;oxidoreductase activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;peroxisome;response to oxidative stress;tricarboxylic acid cycle	Tumor Suppressor
8870	IER3	immediate early response 3	NM_003897	NP_003888.2	ENSG00000137331	chr6:30819691 - 30820274	anatomical structure morphogenesis;anti-apoptosis;apoptosis;cellular_component;integral to membrane;membrane;molecular_function	Tumor Suppressor
3428	IFI16	interferon, gamma-inducible protein 16	NM_005531	NP_005522.2	ENSG00000163565	chr1:157251094 - 157291315	cell proliferation;DNA binding;DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis;double-stranded DNA binding;immune response;monocyte differentiation;myeloid cell differentiation;nucleolus;nucleoplasm;nucleus;protein binding;regulation of transcription, DNA-dependent;response to virus;transcription;transcriptional repressor activity	ID,  Entrez Query:Oncogene
439996	IFIT1L	interferon-induced protein with tetratricopeptide repeats 1-like	NM_001010987	NP_001010987.1	null	chr10:91127872 - 91134475	binding;immune response	Stability
24138	IFIT5	interferon-induced protein with tetratricopeptide repeats 5	NM_012420	NP_036552.1	ENSG00000152778	chr10:91164535 - 91168385	binding;biological_process;cellular_component;immune response	Stability
3454	IFNAR1	interferon (alpha, beta and omega) receptor 1	NM_000629	NP_000620.2	ENSG00000142166	chr21:33619230 - 33649725	cell surface receptor linked signal transduction;integral to plasma membrane;interferon type I biosynthetic process;interferon-alpha/beta receptor activity;JAK-STAT cascade;membrane;receptor activity;response to virus	Stability
3455	IFNAR2	interferon (alpha, beta and omega) receptor 2	NM_207585, NM_000874	NP_997468.1, NP_997467.1	ENSG00000159110	chr21:33536097 - 33557675	cell surface receptor linked signal transduction;extracellular region;integral to plasma membrane;interferon-alpha/beta receptor activity;JAK-STAT cascade;plasma membrane;protein binding;receptor activity;response to virus	Stability
3456	IFNB1	interferon, beta 1, fibroblast	NM_002176	NP_002167.1	ENSG00000171855	chr9:21067304 - 21067868	B cell proliferation;caspase activation;cell surface receptor linked signal transduction;defense response to bacterium;extracellular region;extracellular space;induction of apoptosis;interferon-alpha/beta receptor binding;natural killer cell activation;negative regulation of cell proliferation;negative regulation of virion penetration into host;positive regulation of innate immune response;regulation of MHC class I biosynthetic process;response to virus	Tumor Suppressor
3458	IFNG	interferon, gamma	NM_000619	NP_000610.2	ENSG00000111537	chr12:66835399 - 66839662	antigen processing and presentation;cell motility;cell surface receptor linked signal transduction;cell-cell signaling;cytokine activity;defense response to bacterium;extracellular region;extracellular space;inflammatory cell apoptosis;interferon-gamma receptor binding;negative regulation of myelination;neutrophil apoptosis;neutrophil chemotaxis;positive regulation of chemokine biosynthetic process;positive regulation of interleukin-1 beta secretion;positive regulation of interleukin-12 biosynthetic process	Tumor Suppressor
3459	IFNGR1	interferon gamma receptor 1	NM_000416	NP_000407.1	ENSG00000027697	chr6:137560860 - 137582157	cytokine binding;integral to plasma membrane;interferon-gamma receptor activity;membrane;receptor activity;response to virus;signal transduction	Stability
56832	IFNK	interferon, kappa	NM_020124	NP_064509.2	ENSG00000147896	chr9:27514334 - 27514958	cytokine and chemokine mediated signaling pathway;defense response;extracellular region;extracellular space;interferon-alpha/beta receptor binding;natural killer cell activation;negative regulation of cell proliferation;positive regulation of innate immune response;regulation of transcription;response to virus	Entrez Query:Oncogene
3479	IGF1	insulin-like growth factor 1 (somatomedin C)	NM_001111284, NM_000618, NM_001111283, NM_001111285	NP_001104754.1, NP_000609.1, NP_001104753.1, NP_001104755.1	ENSG00000017427	chr12:101335725 - 101398289	cell motility;DNA replication;extracellular region;glycolate metabolic process;growth factor activity;hormone activity;insulin-like growth factor receptor binding;muscle development;positive regulation of cell proliferation;prothoracicotrophic hormone activity;Ras protein signal transduction;sensory perception of sound;signal transduction;skeletal development	Stability,  Tumor Suppressor
3480	IGF1R	insulin-like growth factor 1 receptor	NM_000875	NP_000866.1	ENSG00000140443	chr15:97010333 - 97318194	anti-apoptosis;ATP binding;brain development;insulin receptor signaling pathway;insulin receptor substrate binding;insulin-like growth factor binding;insulin-like growth factor receptor activity;insulin-like growth factor receptor signaling pathway;integral to plasma membrane;male sex determination;membrane;nucleotide binding;organ morphogenesis;phosphoinositide 3-kinase binding;positive regulation of cell proliferation;protein amino acid autophosphorylation;protein amino acid phosphorylation;protein tetram	Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase
3481	IGF2	insulin-like growth factor 2 (somatomedin A)	NM_001007139, NM_001127598	NP_001007140.2, NP_001121070.1	ENSG00000167244	chr11:2110792 - 2118102	biological_process;cell proliferation;cellular_component;extracellular region;growth factor activity;hormone activity;imprinting;insulin receptor signaling pathway;insulin-like growth factor binding;insulin-like growth factor receptor binding;multicellular organismal development;prothoracicotrophic hormone activity;regulation of progression through cell cycle;skeletal development	Protein Kinase
